,date,continent,location,icu_patients_per_million
1255,2021Q2,Africa,Uganda,0.0
1256,2021Q2,Africa,Zambia,0.0
1257,2021Q2,Africa,Zimbabwe,0.0
1258,2021Q2,Asia,Afghanistan,0.0
1259,2021Q2,Asia,Armenia,0.0
1260,2021Q2,Asia,Azerbaijan,0.0
1261,2021Q2,Asia,Bahrain,0.0
1262,2021Q2,Asia,Bangladesh,0.0
1263,2021Q2,Asia,Bhutan,0.0
1264,2021Q2,Asia,Brunei,0.0
1265,2021Q2,Asia,Cambodia,0.0
1266,2021Q2,Asia,China,0.0
1267,2021Q2,Asia,Georgia,0.0
1268,2021Q2,Asia,Hong Kong,0.0
1269,2021Q2,Asia,India,0.0
1270,2021Q2,Asia,Indonesia,0.0
1271,2021Q2,Asia,Iran,0.0
1272,2021Q2,Asia,Iraq,0.0
1273,2021Q2,Asia,Israel,606.624
1274,2021Q2,Asia,Japan,139.901
1275,2021Q2,Asia,Jordan,0.0
1276,2021Q2,Asia,Kazakhstan,0.0
1277,2021Q2,Asia,Kuwait,0.0
1278,2021Q2,Asia,Kyrgyzstan,0.0
1279,2021Q2,Asia,Laos,0.0
1280,2021Q2,Asia,Lebanon,0.0
1281,2021Q2,Asia,Macao,0.0
1282,2021Q2,Asia,Malaysia,1967.277
1283,2021Q2,Asia,Maldives,0.0
1284,2021Q2,Asia,Mongolia,0.0
1285,2021Q2,Asia,Myanmar,0.0
1286,2021Q2,Asia,Nepal,0.0
1287,2021Q2,Asia,North Korea,0.0
1288,2021Q2,Asia,Northern Cyprus,0.0
1289,2021Q2,Asia,Oman,0.0
1290,2021Q2,Asia,Pakistan,0.0
1291,2021Q2,Asia,Palestine,0.0
1292,2021Q2,Asia,Philippines,0.0
1293,2021Q2,Asia,Qatar,0.0
1294,2021Q2,Asia,Saudi Arabia,0.0
1295,2021Q2,Asia,Singapore,0.0
1296,2021Q2,Asia,South Korea,248.423
1297,2021Q2,Asia,Sri Lanka,0.0
1298,2021Q2,Asia,Syria,0.0
1299,2021Q2,Asia,Taiwan,0.0
1300,2021Q2,Asia,Tajikistan,0.0
1301,2021Q2,Asia,Thailand,0.0
1302,2021Q2,Asia,Timor,0.0
1303,2021Q2,Asia,Turkey,0.0
1304,2021Q2,Asia,Turkmenistan,0.0
1305,2021Q2,Asia,United Arab Emirates,0.0
1306,2021Q2,Asia,Uzbekistan,0.0
1307,2021Q2,Asia,Vietnam,0.0
1308,2021Q2,Asia,Yemen,0.0
1309,2021Q2,Europe,Albania,0.0
1310,2021Q2,Europe,Andorra,0.0
1311,2021Q2,Europe,Austria,3253.601
1312,2021Q2,Europe,Belarus,0.0
1313,2021Q2,Europe,Belgium,4610.533
1314,2021Q2,Europe,Bosnia and Herzegovina,0.0
1315,2021Q2,Europe,Bulgaria,1009.59
1316,2021Q2,Europe,Croatia,0.0
1317,2021Q2,Europe,Cyprus,2572.528
1318,2021Q2,Europe,Czechia,4042.884
1319,2021Q2,Europe,Denmark,483.99
1320,2021Q2,Europe,England,330.187
1321,2021Q2,Europe,Estonia,273.742
1322,2021Q2,Europe,Faeroe Islands,0.0
1323,2021Q2,Europe,Finland,236.609
1324,2021Q2,Europe,France,5359.515
1325,2021Q2,Europe,Germany,3590.354
1326,2021Q2,Europe,Gibraltar,0.0
1327,2021Q2,Europe,Greece,0.0
1328,2021Q2,Europe,Guernsey,0.0
1329,2021Q2,Europe,Hungary,0.0
1330,2021Q2,Europe,Iceland,0.0
1331,2021Q2,Europe,Ireland,0.0
1332,2021Q2,Europe,Isle of Man,0.0
1333,2021Q2,Europe,Italy,2887.268
1334,2021Q2,Europe,Jersey,0.0
1335,2021Q2,Europe,Kosovo,0.0
1336,2021Q2,Europe,Latvia,557.102
1337,2021Q2,Europe,Liechtenstein,0.0
1338,2021Q2,Europe,Lithuania,2584.313
1339,2021Q2,Europe,Luxembourg,2737.787
1340,2021Q2,Europe,Malta,37.502
1341,2021Q2,Europe,Moldova,0.0
1342,2021Q2,Europe,Monaco,0.0
1343,2021Q2,Europe,Montenegro,0.0
1344,2021Q2,Europe,Netherlands,2525.677
1345,2021Q2,Europe,North Macedonia,0.0
1346,2021Q2,Europe,Northern Ireland,142.403
1347,2021Q2,Europe,Norway,0.0
1348,2021Q2,Europe,Poland,0.0
1349,2021Q2,Europe,Portugal,766.929
1350,2021Q2,Europe,Romania,573.267
1351,2021Q2,Europe,Russia,0.0
1352,2021Q2,Europe,San Marino,0.0
1353,2021Q2,Europe,Scotland,204.349
1354,2021Q2,Europe,Serbia,1562.82
1355,2021Q2,Europe,Slovakia,3481.735
1356,2021Q2,Europe,Slovenia,4286.1630000000005
1357,2021Q2,Europe,Spain,3095.817
1358,2021Q2,Europe,Sweden,2284.504
1359,2021Q2,Europe,Switzerland,1694.646
1360,2021Q2,Europe,Ukraine,0.0
1361,2021Q2,Europe,United Kingdom,304.227
1362,2021Q2,Europe,Vatican,0.0
1363,2021Q2,Europe,Wales,151.091
1364,2021Q2,North America,Anguilla,0.0
1365,2021Q2,North America,Antigua and Barbuda,0.0
1366,2021Q2,North America,Aruba,0.0
1367,2021Q2,North America,Bahamas,0.0
1368,2021Q2,North America,Barbados,0.0
1369,2021Q2,North America,Belize,0.0
1370,2021Q2,North America,Bermuda,0.0
1371,2021Q2,North America,Bonaire Sint Eustatius and Saba,0.0
1372,2021Q2,North America,British Virgin Islands,0.0
1373,2021Q2,North America,Canada,2265.5190000000002
1374,2021Q2,North America,Cayman Islands,0.0
1375,2021Q2,North America,Costa Rica,0.0
1376,2021Q2,North America,Cuba,0.0
1377,2021Q2,North America,Curacao,0.0
1378,2021Q2,North America,Dominica,0.0
1379,2021Q2,North America,Dominican Republic,0.0
1380,2021Q2,North America,El Salvador,0.0
1381,2021Q2,North America,Greenland,0.0
1382,2021Q2,North America,Grenada,0.0
1383,2021Q2,North America,Guadeloupe,0.0
1384,2021Q2,North America,Guatemala,0.0
1385,2021Q2,North America,Haiti,0.0
1386,2021Q2,North America,Honduras,0.0
1387,2021Q2,North America,Jamaica,0.0
1388,2021Q2,North America,Martinique,0.0
1389,2021Q2,North America,Mexico,0.0
1390,2021Q2,North America,Montserrat,0.0
1391,2021Q2,North America,Nicaragua,0.0
1392,2021Q2,North America,Panama,0.0
1393,2021Q2,North America,Puerto Rico,0.0
1394,2021Q2,North America,Saint Barthelemy,0.0
1395,2021Q2,North America,Saint Kitts and Nevis,0.0
1396,2021Q2,North America,Saint Lucia,0.0
1397,2021Q2,North America,Saint Martin (French part),0.0
1398,2021Q2,North America,Saint Pierre and Miquelon,0.0
1399,2021Q2,North America,Saint Vincent and the Grenadines,0.0
1400,2021Q2,North America,Sint Maarten (Dutch part),0.0
1401,2021Q2,North America,Trinidad and Tobago,0.0
1402,2021Q2,North America,Turks and Caicos Islands,0.0
1403,2021Q2,North America,United States,1876.222
1404,2021Q2,North America,United States Virgin Islands,0.0
1405,2021Q2,Oceania,American Samoa,0.0
1406,2021Q2,Oceania,Australia,4.763
1407,2021Q2,Oceania,Cook Islands,0.0
1408,2021Q2,Oceania,Fiji,0.0
1409,2021Q2,Oceania,French Polynesia,0.0
1410,2021Q2,Oceania,Guam,0.0
1411,2021Q2,Oceania,Kiribati,0.0
1412,2021Q2,Oceania,Marshall Islands,0.0
1413,2021Q2,Oceania,Micronesia (country),0.0
1414,2021Q2,Oceania,Nauru,0.0
1415,2021Q2,Oceania,New Caledonia,0.0
1416,2021Q2,Oceania,New Zealand,0.0
1417,2021Q2,Oceania,Niue,0.0
1418,2021Q2,Oceania,Northern Mariana Islands,0.0
1419,2021Q2,Oceania,Palau,0.0
1420,2021Q2,Oceania,Papua New Guinea,0.0
1421,2021Q2,Oceania,Pitcairn,0.0
1422,2021Q2,Oceania,Samoa,0.0
1423,2021Q2,Oceania,Solomon Islands,0.0
1424,2021Q2,Oceania,Tokelau,0.0
1425,2021Q2,Oceania,Tonga,0.0
1426,2021Q2,Oceania,Tuvalu,0.0
1427,2021Q2,Oceania,Vanuatu,0.0
1428,2021Q2,Oceania,Wallis and Futuna,0.0
1429,2021Q2,South America,Argentina,11712.399
1430,2021Q2,South America,Bolivia,831.875
1431,2021Q2,South America,Brazil,0.0
1432,2021Q2,South America,Chile,14686.233
1433,2021Q2,South America,Colombia,0.0
1434,2021Q2,South America,Ecuador,0.0
1435,2021Q2,South America,Falkland Islands,0.0
1436,2021Q2,South America,French Guiana,0.0
1437,2021Q2,South America,Guyana,0.0
1438,2021Q2,South America,Paraguay,0.0
1439,2021Q2,South America,Peru,0.0
1440,2021Q2,South America,Suriname,0.0
1441,2021Q2,South America,Uruguay,0.0
1442,2021Q2,South America,Venezuela,0.0
1443,2021Q3,Africa,Algeria,72.023
1444,2021Q3,Africa,Angola,0.0
1445,2021Q3,Africa,Benin,0.0
1446,2021Q3,Africa,Botswana,0.0
1447,2021Q3,Africa,Burkina Faso,0.0
1448,2021Q3,Africa,Burundi,0.0
1449,2021Q3,Africa,Cameroon,0.0
1450,2021Q3,Africa,Cape Verde,0.0
1451,2021Q3,Africa,Central African Republic,0.0
1452,2021Q3,Africa,Chad,0.0
1453,2021Q3,Africa,Comoros,0.0
1454,2021Q3,Africa,Congo,0.0
1455,2021Q3,Africa,Cote d'Ivoire,0.0
1456,2021Q3,Africa,Democratic Republic of Congo,0.0
1457,2021Q3,Africa,Djibouti,0.0
1458,2021Q3,Africa,Egypt,0.0
1459,2021Q3,Africa,Equatorial Guinea,0.0
1460,2021Q3,Africa,Eritrea,0.0
1461,2021Q3,Africa,Eswatini,0.0
1462,2021Q3,Africa,Ethiopia,0.0
1463,2021Q3,Africa,Gabon,0.0
1464,2021Q3,Africa,Gambia,0.0
1465,2021Q3,Africa,Ghana,0.0
1466,2021Q3,Africa,Guinea,0.0
1467,2021Q3,Africa,Guinea-Bissau,0.0
1468,2021Q3,Africa,Kenya,0.0
1469,2021Q3,Africa,Lesotho,0.0
1470,2021Q3,Africa,Liberia,0.0
1471,2021Q3,Africa,Libya,0.0
1472,2021Q3,Africa,Madagascar,0.0
1473,2021Q3,Africa,Malawi,0.0
1474,2021Q3,Africa,Mali,0.0
1475,2021Q3,Africa,Mauritania,0.0
1476,2021Q3,Africa,Mauritius,0.0
1477,2021Q3,Africa,Mayotte,0.0
1478,2021Q3,Africa,Morocco,0.0
1479,2021Q3,Africa,Mozambique,0.0
1480,2021Q3,Africa,Namibia,0.0
1481,2021Q3,Africa,Niger,0.0
1482,2021Q3,Africa,Nigeria,0.0
1483,2021Q3,Africa,Reunion,0.0
1484,2021Q3,Africa,Rwanda,0.0
1485,2021Q3,Africa,Saint Helena,0.0
1486,2021Q3,Africa,Sao Tome and Principe,0.0
1487,2021Q3,Africa,Senegal,0.0
1488,2021Q3,Africa,Seychelles,0.0
1489,2021Q3,Africa,Sierra Leone,0.0
1490,2021Q3,Africa,Somalia,0.0
1491,2021Q3,Africa,South Africa,2940.047
1492,2021Q3,Africa,South Sudan,0.0
1493,2021Q3,Africa,Sudan,0.0
1494,2021Q3,Africa,Tanzania,0.0
1495,2021Q3,Africa,Togo,0.0
1496,2021Q3,Africa,Tunisia,0.0
1497,2021Q3,Africa,Uganda,0.0
1498,2021Q3,Africa,Zambia,0.0
1499,2021Q3,Africa,Zimbabwe,0.0
1500,2021Q3,Asia,Afghanistan,0.0
1501,2021Q3,Asia,Armenia,0.0
1502,2021Q3,Asia,Azerbaijan,0.0
1503,2021Q3,Asia,Bahrain,0.0
1504,2021Q3,Asia,Bangladesh,0.0
1505,2021Q3,Asia,Bhutan,0.0
1506,2021Q3,Asia,Brunei,0.0
1507,2021Q3,Asia,Cambodia,0.0
1508,2021Q3,Asia,China,0.0
1509,2021Q3,Asia,Georgia,0.0
1510,2021Q3,Asia,Hong Kong,0.0
1511,2021Q3,Asia,India,0.0
1512,2021Q3,Asia,Indonesia,0.0
1513,2021Q3,Asia,Iran,0.0
1514,2021Q3,Asia,Iraq,0.0
1515,2021Q3,Asia,Israel,1231.025
1516,2021Q3,Asia,Japan,198.72899999999998
1517,2021Q3,Asia,Jordan,0.0
1518,2021Q3,Asia,Kazakhstan,0.0
1519,2021Q3,Asia,Kuwait,0.0
1520,2021Q3,Asia,Kyrgyzstan,0.0
1521,2021Q3,Asia,Laos,0.0
1522,2021Q3,Asia,Lebanon,0.0
1523,2021Q3,Asia,Macao,0.0
1524,2021Q3,Asia,Malaysia,3588.373
1525,2021Q3,Asia,Maldives,0.0
1526,2021Q3,Asia,Mongolia,0.0
1527,2021Q3,Asia,Myanmar,0.0
1528,2021Q3,Asia,Nepal,0.0
1529,2021Q3,Asia,North Korea,0.0
1530,2021Q3,Asia,Northern Cyprus,0.0
1531,2021Q3,Asia,Oman,0.0
1532,2021Q3,Asia,Pakistan,0.0
1533,2021Q3,Asia,Palestine,0.0
1534,2021Q3,Asia,Philippines,0.0
1535,2021Q3,Asia,Qatar,0.0
1536,2021Q3,Asia,Saudi Arabia,0.0
1537,2021Q3,Asia,Singapore,0.0
1538,2021Q3,Asia,South Korea,543.96
1539,2021Q3,Asia,Sri Lanka,0.0
1540,2021Q3,Asia,Syria,0.0
1541,2021Q3,Asia,Taiwan,0.0
1542,2021Q3,Asia,Tajikistan,0.0
1543,2021Q3,Asia,Thailand,0.0
1544,2021Q3,Asia,Timor,0.0
1545,2021Q3,Asia,Turkey,0.0
1546,2021Q3,Asia,Turkmenistan,0.0
1547,2021Q3,Asia,United Arab Emirates,0.0
1548,2021Q3,Asia,Uzbekistan,0.0
1549,2021Q3,Asia,Vietnam,0.0
1550,2021Q3,Asia,Yemen,0.0
1551,2021Q3,Europe,Albania,0.0
1552,2021Q3,Europe,Andorra,0.0
1553,2021Q3,Europe,Austria,1016.597
1554,2021Q3,Europe,Belarus,0.0
1555,2021Q3,Europe,Belgium,1194.677
1556,2021Q3,Europe,Bosnia and Herzegovina,0.0
1557,2021Q3,Europe,Bulgaria,380.717
1558,2021Q3,Europe,Croatia,0.0
1559,2021Q3,Europe,Cyprus,2957.563
1560,2021Q3,Europe,Czechia,176.391
1561,2021Q3,Europe,Denmark,254.49
1562,2021Q3,Europe,England,1165.959
1563,2021Q3,Europe,Estonia,88.984
1564,2021Q3,Europe,Faeroe Islands,0.0
1565,2021Q3,Europe,Finland,287.51
1566,2021Q3,Europe,France,2150.91
1567,2021Q3,Europe,Germany,895.107
1568,2021Q3,Europe,Gibraltar,0.0
1569,2021Q3,Europe,Greece,0.0
1570,2021Q3,Europe,Guernsey,0.0
1571,2021Q3,Europe,Hungary,0.0
1572,2021Q3,Europe,Iceland,0.0
1573,2021Q3,Europe,Ireland,0.0
1574,2021Q3,Europe,Isle of Man,0.0
1575,2021Q3,Europe,Italy,569.653
1576,2021Q3,Europe,Jersey,0.0
1577,2021Q3,Europe,Kosovo,0.0
1578,2021Q3,Europe,Latvia,139.95
1579,2021Q3,Europe,Liechtenstein,0.0
1580,2021Q3,Europe,Lithuania,1500.33
1581,2021Q3,Europe,Luxembourg,838.473
1582,2021Q3,Europe,Malta,52.503
1583,2021Q3,Europe,Moldova,0.0
1584,2021Q3,Europe,Monaco,0.0
1585,2021Q3,Europe,Montenegro,0.0
1586,2021Q3,Europe,Netherlands,711.226
1587,2021Q3,Europe,North Macedonia,0.0
1588,2021Q3,Europe,Northern Ireland,1079.1100000000001
1589,2021Q3,Europe,Norway,0.0
1590,2021Q3,Europe,Poland,0.0
1591,2021Q3,Europe,Portugal,1300.864
1592,2021Q3,Europe,Romania,176.202
1593,2021Q3,Europe,Russia,0.0
1594,2021Q3,Europe,San Marino,0.0
1595,2021Q3,Europe,Scotland,954.63
1596,2021Q3,Europe,Serbia,887.573
1597,2021Q3,Europe,Slovakia,694.071
1598,2021Q3,Europe,Slovenia,1403.41
1599,2021Q3,Europe,Spain,2536.488
1600,2021Q3,Europe,Sweden,301.247
1601,2021Q3,Europe,Switzerland,1476.809
1602,2021Q3,Europe,Ukraine,0.0
1603,2021Q3,Europe,United Kingdom,1124.59
1604,2021Q3,Europe,Vatican,0.0
1605,2021Q3,Europe,Wales,858.356
1606,2021Q3,North America,Anguilla,0.0
1607,2021Q3,North America,Antigua and Barbuda,0.0
1608,2021Q3,North America,Aruba,0.0
1609,2021Q3,North America,Bahamas,0.0
1610,2021Q3,North America,Barbados,0.0
1611,2021Q3,North America,Belize,0.0
1612,2021Q3,North America,Bermuda,0.0
1613,2021Q3,North America,Bonaire Sint Eustatius and Saba,0.0
1614,2021Q3,North America,British Virgin Islands,0.0
1615,2021Q3,North America,Canada,876.938
1616,2021Q3,North America,Cayman Islands,0.0
1617,2021Q3,North America,Costa Rica,0.0
1618,2021Q3,North America,Cuba,0.0
1619,2021Q3,North America,Curacao,0.0
1620,2021Q3,North America,Dominica,0.0
1621,2021Q3,North America,Dominican Republic,0.0
1622,2021Q3,North America,El Salvador,0.0
1623,2021Q3,North America,Greenland,0.0
1624,2021Q3,North America,Grenada,0.0
1625,2021Q3,North America,Guadeloupe,0.0
1626,2021Q3,North America,Guatemala,0.0
1627,2021Q3,North America,Haiti,0.0
1628,2021Q3,North America,Honduras,0.0
1629,2021Q3,North America,Jamaica,0.0
1630,2021Q3,North America,Martinique,0.0
1631,2021Q3,North America,Mexico,0.0
1632,2021Q3,North America,Montserrat,0.0
1633,2021Q3,North America,Nicaragua,0.0
1634,2021Q3,North America,Panama,0.0
1635,2021Q3,North America,Puerto Rico,0.0
1636,2021Q3,North America,Saint Barthelemy,0.0
1637,2021Q3,North America,Saint Kitts and Nevis,0.0
1638,2021Q3,North America,Saint Lucia,0.0
1639,2021Q3,North America,Saint Martin (French part),0.0
1640,2021Q3,North America,Saint Pierre and Miquelon,0.0
1641,2021Q3,North America,Saint Vincent and the Grenadines,0.0
1642,2021Q3,North America,Sint Maarten (Dutch part),0.0
1643,2021Q3,North America,Trinidad and Tobago,0.0
1644,2021Q3,North America,Turks and Caicos Islands,0.0
1645,2021Q3,North America,United States,4637.736
1646,2021Q3,North America,United States Virgin Islands,0.0
1647,2021Q3,Oceania,American Samoa,0.0
1648,2021Q3,Oceania,Australia,446.792
1649,2021Q3,Oceania,Cook Islands,0.0
1650,2021Q3,Oceania,Fiji,0.0
1651,2021Q3,Oceania,French Polynesia,0.0
1652,2021Q3,Oceania,Guam,0.0
1653,2021Q3,Oceania,Kiribati,0.0
1654,2021Q3,Oceania,Marshall Islands,0.0
1655,2021Q3,Oceania,Micronesia (country),0.0
1656,2021Q3,Oceania,Nauru,0.0
1657,2021Q3,Oceania,New Caledonia,0.0
1658,2021Q3,Oceania,New Zealand,0.0
1659,2021Q3,Oceania,Niue,0.0
1660,2021Q3,Oceania,Northern Mariana Islands,0.0
1661,2021Q3,Oceania,Palau,0.0
1662,2021Q3,Oceania,Papua New Guinea,0.0
1663,2021Q3,Oceania,Pitcairn,0.0
1664,2021Q3,Oceania,Samoa,0.0
1665,2021Q3,Oceania,Solomon Islands,0.0
1666,2021Q3,Oceania,Tokelau,0.0
1667,2021Q3,Oceania,Tonga,0.0
1668,2021Q3,Oceania,Tuvalu,0.0
1669,2021Q3,Oceania,Vanuatu,0.0
1670,2021Q3,Oceania,Wallis and Futuna,0.0
1671,2021Q3,South America,Argentina,6667.081
1672,2021Q3,South America,Bolivia,812.408
1673,2021Q3,South America,Brazil,0.0
1674,2021Q3,South America,Chile,5739.161
1675,2021Q3,South America,Colombia,0.0
1676,2021Q3,South America,Ecuador,0.0
1677,2021Q3,South America,Falkland Islands,0.0
1678,2021Q3,South America,French Guiana,0.0
1679,2021Q3,South America,Guyana,0.0
1680,2021Q3,South America,Paraguay,0.0
1681,2021Q3,South America,Peru,0.0
1682,2021Q3,South America,Suriname,0.0
1683,2021Q3,South America,Uruguay,0.0
1684,2021Q3,South America,Venezuela,0.0
1685,2021Q4,Africa,Algeria,39.194
1686,2021Q4,Africa,Angola,0.0
1687,2021Q4,Africa,Benin,0.0
1688,2021Q4,Africa,Botswana,0.0
1689,2021Q4,Africa,Burkina Faso,0.0
1690,2021Q4,Africa,Burundi,0.0
1691,2021Q4,Africa,Cameroon,0.0
1692,2021Q4,Africa,Cape Verde,0.0
1693,2021Q4,Africa,Central African Republic,0.0
1694,2021Q4,Africa,Chad,0.0
1695,2021Q4,Africa,Comoros,0.0
1696,2021Q4,Africa,Congo,0.0
1697,2021Q4,Africa,Cote d'Ivoire,0.0
1698,2021Q4,Africa,Democratic Republic of Congo,0.0
1699,2021Q4,Africa,Djibouti,0.0
1700,2021Q4,Africa,Egypt,0.0
1701,2021Q4,Africa,Equatorial Guinea,0.0
1702,2021Q4,Africa,Eritrea,0.0
1703,2021Q4,Africa,Eswatini,0.0
1704,2021Q4,Africa,Ethiopia,0.0
1705,2021Q4,Africa,Gabon,0.0
1706,2021Q4,Africa,Gambia,0.0
1707,2021Q4,Africa,Ghana,0.0
1708,2021Q4,Africa,Guinea,0.0
1709,2021Q4,Africa,Guinea-Bissau,0.0
1710,2021Q4,Africa,Kenya,0.0
1711,2021Q4,Africa,Lesotho,0.0
1712,2021Q4,Africa,Liberia,0.0
1713,2021Q4,Africa,Libya,0.0
1714,2021Q4,Africa,Madagascar,0.0
1715,2021Q4,Africa,Malawi,0.0
1716,2021Q4,Africa,Mali,0.0
1717,2021Q4,Africa,Mauritania,0.0
1718,2021Q4,Africa,Mauritius,0.0
1719,2021Q4,Africa,Mayotte,0.0
1720,2021Q4,Africa,Morocco,0.0
1721,2021Q4,Africa,Mozambique,0.0
1722,2021Q4,Africa,Namibia,0.0
1723,2021Q4,Africa,Niger,0.0
1724,2021Q4,Africa,Nigeria,0.0
1725,2021Q4,Africa,Reunion,0.0
1726,2021Q4,Africa,Rwanda,0.0
1727,2021Q4,Africa,Saint Helena,0.0
1728,2021Q4,Africa,Sao Tome and Principe,0.0
1729,2021Q4,Africa,Senegal,0.0
1730,2021Q4,Africa,Seychelles,0.0
1731,2021Q4,Africa,Sierra Leone,0.0
1732,2021Q4,Africa,Somalia,0.0
1733,2021Q4,Africa,South Africa,802.205
1734,2021Q4,Africa,South Sudan,0.0
1735,2021Q4,Africa,Sudan,0.0
1736,2021Q4,Africa,Tanzania,0.0
1737,2021Q4,Africa,Togo,0.0
1738,2021Q4,Africa,Tunisia,0.0
1739,2021Q4,Africa,Uganda,0.0
1740,2021Q4,Africa,Zambia,0.0
1741,2021Q4,Africa,Zimbabwe,0.0
1742,2021Q4,Asia,Afghanistan,0.0
1743,2021Q4,Asia,Armenia,0.0
1744,2021Q4,Asia,Azerbaijan,0.0
1745,2021Q4,Asia,Bahrain,0.0
1746,2021Q4,Asia,Bangladesh,0.0
1747,2021Q4,Asia,Bhutan,0.0
1748,2021Q4,Asia,Brunei,0.0
1749,2021Q4,Asia,Cambodia,0.0
1750,2021Q4,Asia,China,0.0
1751,2021Q4,Asia,Georgia,0.0
1752,2021Q4,Asia,Hong Kong,0.0
1753,2021Q4,Asia,India,0.0
1754,2021Q4,Asia,Indonesia,0.0
1755,2021Q4,Asia,Iran,0.0
1756,2021Q4,Asia,Iraq,0.0
1757,2021Q4,Asia,Israel,1140.129
1758,2021Q4,Asia,Japan,20.442
1759,2021Q4,Asia,Jordan,0.0
1760,2021Q4,Asia,Kazakhstan,0.0
1761,2021Q4,Asia,Kuwait,0.0
1762,2021Q4,Asia,Kyrgyzstan,0.0
1763,2021Q4,Asia,Laos,0.0
1764,2021Q4,Asia,Lebanon,0.0
1765,2021Q4,Asia,Macao,0.0
1766,2021Q4,Asia,Malaysia,1471.823
1767,2021Q4,Asia,Maldives,0.0
1768,2021Q4,Asia,Mongolia,0.0
1769,2021Q4,Asia,Myanmar,0.0
1770,2021Q4,Asia,Nepal,0.0
1771,2021Q4,Asia,North Korea,0.0
1772,2021Q4,Asia,Northern Cyprus,0.0
1773,2021Q4,Asia,Oman,0.0
1774,2021Q4,Asia,Pakistan,0.0
1775,2021Q4,Asia,Palestine,0.0
1776,2021Q4,Asia,Philippines,0.0
1777,2021Q4,Asia,Qatar,0.0
1778,2021Q4,Asia,Saudi Arabia,0.0
1779,2021Q4,Asia,Singapore,0.0
1780,2021Q4,Asia,South Korea,1058.284
1781,2021Q4,Asia,Sri Lanka,0.0
1782,2021Q4,Asia,Syria,0.0
1783,2021Q4,Asia,Taiwan,0.0
1784,2021Q4,Asia,Tajikistan,0.0
1785,2021Q4,Asia,Thailand,0.0
1786,2021Q4,Asia,Timor,0.0
1787,2021Q4,Asia,Turkey,0.0
1788,2021Q4,Asia,Turkmenistan,0.0
1789,2021Q4,Asia,United Arab Emirates,0.0
1790,2021Q4,Asia,Uzbekistan,0.0
1791,2021Q4,Asia,Vietnam,0.0
1792,2021Q4,Asia,Yemen,0.0
1793,2021Q4,Europe,Albania,0.0
1794,2021Q4,Europe,Andorra,0.0
1795,2021Q4,Europe,Austria,4192.912
1796,2021Q4,Europe,Belarus,0.0
1797,2021Q4,Europe,Belgium,3950.179
1798,2021Q4,Europe,Bosnia and Herzegovina,0.0
1799,2021Q4,Europe,Bulgaria,1175.324
1800,2021Q4,Europe,Croatia,0.0
1801,2021Q4,Europe,Cyprus,1718.745
1802,2021Q4,Europe,Czechia,4772.543
1803,2021Q4,Europe,Denmark,658.92
1804,2021Q4,Europe,England,1245.126
1805,2021Q4,Europe,Estonia,309.186
1806,2021Q4,Europe,Faeroe Islands,0.0
1807,2021Q4,Europe,Finland,678.974
1808,2021Q4,Europe,France,2364.398
1809,2021Q4,Europe,Germany,3453.46
1810,2021Q4,Europe,Gibraltar,0.0
1811,2021Q4,Europe,Greece,0.0
1812,2021Q4,Europe,Guernsey,0.0
1813,2021Q4,Europe,Hungary,0.0
1814,2021Q4,Europe,Iceland,0.0
1815,2021Q4,Europe,Ireland,0.0
1816,2021Q4,Europe,Isle of Man,0.0
1817,2021Q4,Europe,Italy,929.068
1818,2021Q4,Europe,Jersey,0.0
1819,2021Q4,Europe,Kosovo,0.0
1820,2021Q4,Europe,Latvia,1055.843
1821,2021Q4,Europe,Liechtenstein,0.0
1822,2021Q4,Europe,Lithuania,2654.126
1823,2021Q4,Europe,Luxembourg,1839.094
1824,2021Q4,Europe,Malta,31.877000000000002
1825,2021Q4,Europe,Moldova,0.0
1826,2021Q4,Europe,Monaco,0.0
1827,2021Q4,Europe,Montenegro,0.0
1828,2021Q4,Europe,Netherlands,1784.101
1829,2021Q4,Europe,North Macedonia,0.0
1830,2021Q4,Europe,Northern Ireland,1269.519
1831,2021Q4,Europe,Norway,0.0
1832,2021Q4,Europe,Poland,0.0
1833,2021Q4,Europe,Portugal,845.301
1834,2021Q4,Europe,Romania,909.138
1835,2021Q4,Europe,Russia,0.0
1836,2021Q4,Europe,San Marino,0.0
1837,2021Q4,Europe,Scotland,869.921
1838,2021Q4,Europe,Serbia,2956.538
1839,2021Q4,Europe,Slovakia,6729.917
1840,2021Q4,Europe,Slovenia,8338.829
1841,2021Q4,Europe,Spain,1451.876
1842,2021Q4,Europe,Sweden,396.708
1843,2021Q4,Europe,Switzerland,1995.086
1844,2021Q4,Europe,Ukraine,0.0
1845,2021Q4,Europe,United Kingdom,1217.066
1846,2021Q4,Europe,Vatican,0.0
1847,2021Q4,Europe,Wales,1447.627
1848,2021Q4,North America,Anguilla,0.0
1849,2021Q4,North America,Antigua and Barbuda,0.0
1850,2021Q4,North America,Aruba,0.0
1851,2021Q4,North America,Bahamas,0.0
1852,2021Q4,North America,Barbados,0.0
1853,2021Q4,North America,Belize,0.0
1854,2021Q4,North America,Bermuda,0.0
1855,2021Q4,North America,Bonaire Sint Eustatius and Saba,0.0
1856,2021Q4,North America,British Virgin Islands,0.0
1857,2021Q4,North America,Canada,1281.327
1858,2021Q4,North America,Cayman Islands,0.0
1859,2021Q4,North America,Costa Rica,0.0
1860,2021Q4,North America,Cuba,0.0
1861,2021Q4,North America,Curacao,0.0
